iter	Passed	Remaining
201	1936	7649
202	1944	7634
203	1952	7619
204	1961	7606
205	1969	7592
206	1979	7581
207	1987	7568
208	1996	7556
209	2004	7541
210	2013	7530
211	2021	7515
212	2030	7502
213	2038	7488
214	2046	7472
215	2055	7458
216	2065	7453
217	2074	7443
218	2083	7430
219	2092	7418
220	2101	7406
221	2110	7397
222	2119	7384
223	2128	7374
224	2138	7365
225	2147	7353
226	2157	7347
227	2166	7336
228	2175	7326
229	2184	7313
230	2196	7311
231	2205	7301
232	2215	7292
233	2225	7285
234	2235	7277
235	2244	7266
236	2253	7253
237	2260	7237
238	2269	7225
239	2278	7213
240	2288	7206
241	2297	7194
242	2305	7182
243	2314	7170
244	2323	7159
245	2332	7148
246	2340	7134
247	2349	7123
248	2357	7111
249	2366	7098
250	2375	7087
251	2383	7074
252	2393	7067
253	2402	7055
254	2410	7043
255	2419	7031
256	2428	7020
257	2436	7006
258	2445	6997
259	2455	6987
260	2463	6974
261	2472	6964
262	2480	6951
263	2489	6939
264	2499	6932
265	2508	6922
266	2518	6914
267	2527	6903
268	2536	6892
269	2545	6882
270	2554	6872
271	2562	6859
272	2571	6846
273	2578	6833
274	2587	6820
275	2596	6811
276	2604	6798
277	2612	6785
278	2621	6773
279	2630	6762
280	2640	6755
281	2649	6744
282	2657	6733
283	2666	6721
284	2674	6709
285	2683	6698
286	2691	6686
287	2700	6676
288	2709	6665
289	2718	6655
290	2727	6644
291	2734	6629
292	2742	6618
293	2751	6608
294	2759	6595
295	2770	6588
296	2779	6579
297	2788	6568
298	2797	6557
299	2807	6549
300	2816	6540
301	2825	6530
302	2833	6518
303	2842	6507
304	2851	6497
305	2859	6486
306	2870	6480
307	2882	6476
308	2894	6471
309	2905	6468
310	2918	6466
311	2931	6463
312	2942	6459
313	2954	6455
314	2968	6455
315	2980	6450
316	2990	6442
317	3001	6437
318	3013	6433
319	3024	6427
320	3036	6422
321	3049	6421
322	3061	6415
323	3072	6409
324	3083	6403
325	3093	6395
326	3103	6386
327	3112	6376
328	3120	6365
329	3132	6359
330	3141	6349
331	3150	6338
332	3159	6328
333	3167	6315
334	3176	6305
335	3184	6293
336	3193	6283
337	3202	6272
338	3212	6264
339	3221	6253
340	3230	6242
341	3239	6231
342	3247	6220
343	3257	6212
344	3265	6199
345	3275	6191
346	3284	6180
347	3292	6168
348	3301	6157
349	3309	6146
350	3319	6138
351	3328	6126
352	3338	6118
353	3346	6106
354	3355	6097
355	3364	6085
356	3373	6075
357	3381	6063
358	3390	6053
359	3398	6041
360	3406	6030
361	3416	6020
362	3425	6011
363	3434	6000
364	3443	5990
365	3451	5978
366	3459	5967
367	3468	5957
368	3477	5946
369	3487	5937
370	3495	5926
371	3505	5917
372	3513	5906
373	3523	5898
374	3532	5888
375	3541	5877
376	3551	5869
377	3561	5859
378	3570	5850
379	3578	5839
380	3587	5828
381	3596	5817
382	3605	5807
383	3617	5802
384	3629	5798
385	3643	5795
386	3656	5791
387	3669	5787
388	3681	5782
389	3693	5776
390	3705	5771
391	3717	5765
392	3730	5761
393	3743	5757
394	3756	5753
395	3768	5747
396	3777	5737
397	3787	5728
398	3796	5718
399	3805	5708
400	3814	5698
401	3824	5689
402	3834	5679
403	3843	5669
404	3852	5660
405	3861	5649
406	3869	5638
407	3878	5628
408	3887	5617
409	3896	5606
410	3905	5597
411	3913	5585
412	3923	5576
413	3931	5565
414	3940	5554
415	3950	5545
416	3958	5534
417	3966	5522
418	3974	5511
419	3983	5500
420	3991	5490
421	4000	5479
422	4008	5468
423	4017	5457
424	4027	5448
425	4036	5439
426	4045	5429
427	4054	5418
428	4063	5408
429	4073	5399
430	4081	5388
431	4090	5377
432	4099	5367
433	4107	5357
434	4117	5348
435	4127	5338
436	4135	5328
437	4144	5318
438	4154	5308
439	4162	5297
440	4170	5286
441	4179	5276
442	4187	5264
443	4195	5253
444	4204	5243
445	4214	5235
446	4225	5227
447	4235	5218
448	4246	5211
449	4259	5205
450	4269	5197
451	4279	5188
452	4291	5181
453	4303	5175
454	4314	5167
455	4325	5160
456	4336	5152
457	4347	5144
458	4359	5138
459	4369	5129
460	4377	5118
461	4386	5108
462	4395	5097
463	4403	5086
464	4412	5076
465	4422	5067
466	4430	5056
467	4438	5046
468	4447	5035
469	4457	5026
470	4465	5015
471	4474	5005
472	4482	4994
473	4492	4985
474	4500	4974
475	4509	4964
476	4519	4954
477	4527	4944
478	4538	4936
479	4548	4927
480	4559	4919
481	4572	4913
482	4583	4906
483	4595	4899
484	4608	4893
485	4620	4887
486	4631	4879
487	4642	4870
488	4653	4862
489	4665	4856
490	4676	4847
491	4687	4839
492	4696	4829
493	4704	4818
494	4712	4807
495	4721	4797
496	4729	4786
497	4738	4776
498	4747	4766
499	4755	4755
500	4763	4744
501	4772	4734
502	4781	4724
503	4790	4714
504	4798	4703
505	4807	4693
506	4816	4683
507	4825	4673
508	4834	4663
509	4842	4652
510	4850	4642
511	4860	4632
512	4868	4621
513	4879	4613
514	4889	4604
515	4897	4594
516	4906	4583
517	4915	4573
518	4923	4562
519	4932	4552
520	4940	4542
521	4951	4533
522	4961	4525
523	4973	4517
524	4985	4510
525	4996	4502
526	5007	4494
527	5018	4486
528	5030	4478
529	5041	4470
530	5052	4462
531	5063	4454
532	5074	4446
533	5086	4438
534	5098	4431
535	5109	4423
536	5118	4413
537	5128	4403
538	5136	4392
539	5145	4382
540	5153	4371
541	5162	4362
542	5171	4352
543	5180	4342
544	5190	4333
545	5200	4323
546	5210	4314
547	5219	4304
548	5228	4295
549	5238	4285
550	5248	4277
551	5259	4268
552	5269	4259
553	5279	4250
554	5289	4241
555	5299	4231
556	5308	4221
557	5316	4211
558	5325	4201
559	5333	4190
560	5342	4180
561	5350	4169
562	5359	4159
563	5367	4149
564	5376	4139
565	5385	4129
566	5397	4122
567	5406	4111
568	5415	4102
569	5424	4092
570	5434	4083
571	5444	4074
572	5457	4066
573	5466	4057
574	5476	4047
575	5484	4037
576	5494	4027
577	5503	4017
578	5511	4007
579	5523	3999
580	5534	3991
581	5545	3982
582	5558	3975
583	5569	3967
584	5581	3959
585	5592	3951
586	5603	3942
587	5614	3933
588	5624	3925
589	5636	3916
590	5647	3908
591	5658	3899
592	5669	3891
593	5679	3882
594	5688	3872
595	5697	3861
596	5706	3852
597	5721	3846
598	5729	3835
599	5738	3825
600	5746	3814
601	5754	3804
602	5764	3794
603	5773	3785
604	5781	3774
605	5791	3765
606	5800	3755
607	5807	3744
608	5819	3736
609	5828	3726
610	5837	3716
611	5845	3706
612	5854	3695
613	5863	3685
614	5871	3675
615	5880	3665
616	5890	3656
617	5899	3646
618	5906	3635
619	5915	3625
620	5925	3616
621	5934	3606
622	5943	3596
623	5951	3586
624	5960	3576
625	5969	3566
626	5977	3555
627	5986	3545
628	5995	3536
629	6004	3526
630	6013	3516
631	6024	3507
632	6033	3498
633	6042	3487
634	6050	3477
635	6059	3467
636	6068	3458
637	6076	3447
638	6087	3439
639	6097	3429
640	6105	3419
641	6114	3409
642	6126	3401
643	6135	3391
644	6144	3381
645	6153	3371
646	6162	3362
647	6174	3353
648	6185	3345
649	6197	3337
650	6208	3328
651	6219	3319
652	6231	3311
653	6243	3303
654	6254	3294
655	6265	3285
656	6275	3276
657	6287	3267
658	6297	3258
659	6309	3250
660	6320	3241
661	6329	3231
662	6339	3222
663	6347	3212
664	6357	3202
665	6366	3193
666	6375	3182
667	6383	3172
668	6393	3163
669	6403	3154
670	6413	3144
671	6423	3135
672	6433	3126
673	6442	3116
674	6451	3106
675	6460	3096
676	6469	3086
677	6479	3077
678	6488	3067
679	6497	3057
680	6507	3048
681	6515	3038
682	6524	3028
683	6534	3019
684	6543	3009
685	6553	2999
686	6562	2989
687	6572	2980
688	6581	2970
689	6589	2960
690	6598	2950
691	6607	2940
692	6617	2931
693	6626	2921
694	6635	2912
695	6644	2902
696	6654	2892
697	6663	2882
698	6671	2872
699	6682	2863
700	6691	2854
701	6701	2844
702	6710	2834
703	6719	2825
704	6728	2815
705	6737	2805
706	6748	2796
707	6758	2787
708	6768	2778
709	6779	2769
710	6789	2759
711	6800	2750
712	6810	2741
713	6820	2731
714	6829	2722
715	6838	2712
716	6848	2703
717	6857	2693
718	6865	2683
719	6874	2673
720	6883	2663
721	6894	2654
722	6905	2645
723	6916	2636
724	6927	2627
725	6938	2618
726	6950	2610
727	6961	2601
728	6973	2592
729	6983	2583
730	6995	2574
731	7005	2564
732	7017	2556
733	7028	2546
734	7038	2537
735	7047	2527
736	7057	2518
737	7068	2509
738	7079	2500
739	7087	2490
740	7097	2480
741	7105	2470
742	7113	2460
743	7122	2450
744	7130	2440
745	7139	2430
746	7148	2421
747	7157	2411
748	7167	2401
749	7176	2392
750	7185	2382
751	7196	2373
752	7204	2363
753	7214	2353
754	7223	2343
755	7231	2333
756	7240	2324
757	7250	2314
758	7258	2304
759	7267	2295
760	7276	2285
761	7284	2275
762	7293	2265
763	7302	2255
764	7310	2245
765	7319	2235
766	7328	2226
767	7339	2216
768	7349	2207
769	7357	2197
770	7365	2187
771	7375	2178
772	7383	2168
773	7393	2158
774	7401	2148
775	7410	2139
776	7419	2129
777	7428	2119
778	7437	2110
779	7447	2100
780	7455	2090
781	7464	2080
782	7473	2071
783	7483	2061
784	7493	2052
785	7502	2042
786	7510	2032
787	7520	2023
788	7528	2013
789	7537	2003
790	7546	1994
791	7555	1984
792	7565	1974
793	7574	1965
794	7582	1955
795	7592	1945
796	7602	1936
797	7611	1926
798	7621	1917
799	7631	1907
800	7641	1898
801	7650	1888
802	7660	1879
803	7669	1869
804	7677	1859
805	7686	1850
806	7698	1841
807	7707	1831
808	7716	1821
809	7726	1812
810	7735	1802
811	7744	1793
812	7753	1783
813	7761	1773
814	7770	1763
815	7781	1754
816	7791	1745
817	7804	1736
818	7816	1727
819	7827	1718
820	7838	1709
821	7849	1699
822	7860	1690
823	7871	1681
824	7884	1672
825	7898	1663
826	7911	1655
827	7923	1645
828	7934	1636
829	7942	1626
830	7950	1616
831	7959	1607
832	7967	1597
833	7976	1587
834	7986	1578
835	7996	1568
836	8005	1558
837	8014	1549
838	8022	1539
839	8031	1529
840	8040	1520
841	8050	1510
842	8059	1501
843	8068	1491
844	8078	1481
845	8086	1472
846	8096	1462
847	8104	1452
848	8113	1443
849	8122	1433
850	8130	1423
851	8139	1413
852	8148	1404
853	8156	1394
854	8165	1384
855	8174	1375
856	8183	1365
857	8193	1355
858	8201	1346
859	8212	1336
860	8221	1327
861	8230	1317
862	8238	1307
863	8248	1298
864	8258	1288
865	8268	1279
866	8279	1270
867	8290	1260
868	8300	1251
869	8311	1241
870	8321	1232
871	8331	1222
872	8340	1213
873	8349	1203
874	8358	1194
875	8367	1184
876	8377	1174
877	8386	1165
878	8395	1155
879	8403	1145
880	8412	1136
881	8422	1126
882	8431	1117
883	8440	1107
884	8449	1097
885	8457	1088
886	8465	1078
887	8474	1068
888	8483	1059
889	8491	1049
890	8499	1039
891	8508	1030
892	8516	1020
893	8526	1011
894	8535	1001
895	8544	991
896	8554	982
897	8563	972
898	8572	963
899	8582	953
900	8592	944
901	8600	934
902	8609	924
903	8618	915
904	8627	905
905	8635	896
906	8645	886
907	8653	876
908	8662	867
909	8670	857
910	8679	847
911	8687	838
912	8696	828
913	8705	819
914	8714	809
915	8722	799
916	8732	790
917	8741	780
918	8750	771
919	8761	761
920	8773	752
921	8784	743
922	8795	733
923	8806	724
924	8817	714
925	8829	705
926	8839	696
927	8853	686
928	8865	677
929	8875	668
930	8887	658
931	8898	649
932	8910	639
933	8920	630
934	8929	620
935	8938	611
936	8947	601
937	8955	591
938	8965	582
939	8973	572
940	8982	563
941	8990	553
942	8999	543
943	9008	534
944	9016	524
945	9025	515
946	9036	505
947	9045	496
948	9054	486
949	9064	477
950	9072	467
951	9082	457
952	9090	448
953	9098	438
954	9106	429
955	9116	419
956	9124	410
957	9135	400
958	9145	391
959	9154	381
960	9166	371
961	9175	362
962	9184	352
963	9193	343
964	9202	333
965	9211	324
966	9219	314
967	9228	305
968	9236	295
969	9247	285
970	9255	276
971	9264	266
972	9272	257
973	9281	247
974	9291	238
975	9299	228
976	9309	219
977	9318	209
978	9326	200
979	9335	190
980	9344	180
981	9352	171
982	9362	161
983	9370	152
984	9378	142
985	9387	133
986	9395	123
987	9404	114
988	9412	104
989	9421	95
990	9431	85
991	9440	76
992	9448	66
993	9457	57
994	9467	47
995	9475	38
996	9483	28
997	9492	19
998	9500	9
999	9508	0
